team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2012,BOS,2012020615,BOS,CAR,AWAY,20130413,Team Level,other,0.4313,0.6667,0.5,63,0.927,0.722,0.027,0.039,0.019,0.15,0.043,0.638,0.722,0.638,1,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.722,0,0,0,2,1,1,0,0.015,0,0,0.738,0.738,0.652,0.956,0.952,0.011,0.004,0.002,0.017,0.013,0.952,0.952,0.952,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.952,0,0,1,1,1,1,0,0.002,0,0,0.954,0.954,0.954
BOS,2012,BOS,2012020615,BOS,CAR,AWAY,20130413,Team Level,all,0.4097,0.5,0.4818,3600,38.371,3.121,2.708,8.826,1.227,21.196,15.922,2.941,3.207,3.023,30,23,17,70,2,2,0,6,2,24,17,28,51,6,21,37,16,3,6,41,9,3,0.909,1.068,1.144,0,2,0,71.256,53,53.678,4,0.62,0.245,0.245,3.496,3.584,3.404,42.495,4.496,2.82,9.986,1.39,22.952,15.357,4.397,4.35,4.255,38,19,13,70,4,7,1,5,1,19,21,34,53,5,19,29,31,13,5,42,11,4,1.302,1.413,1.78,2,0,2,68.19,57,55.864,3,0.592,1.035,1.035,4.052,3.934,3.904
BOS,2012,BOS,2012020615,BOS,CAR,AWAY,20130413,Team Level,5on5,0.4345,0.4779,0.4535,3024,28.437,2.255,1.753,6.613,0.902,15.469,12.007,2.165,2.341,2.247,21,18,15,54,2,2,0,5,1,15,14,19,37,6,21,28,14,2,6,28,9,2,0.765,1.068,0.422,0,2,0,55.256,39,39.678,4,0.358,0.245,0.245,2.368,2.456,2.378,34.917,2.935,2.328,8.307,1.175,18.935,13.32,2.864,2.789,2.722,29,18,12,59,1,6,0,3,1,17,19,28,46,4,17,24,29,11,5,35,10,2,1.05,1.26,0.625,1,0,0,57.19,47,45.864,3,0.477,0.833,0.833,2.58,2.462,2.44
BOS,2012,BOS,2012020615,BOS,CAR,AWAY,20130413,Team Level,4on5,0.0016,0.0909,0.1,266,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,1,0,0,0.001,0,0,0,0,0,1,1,1,0,0.002,0,0,0.003,0.003,0.003,6.622,0.609,0.482,1.675,0.212,4,2.024,0.581,0.609,0.581,8,1,1,10,2,1,1,2,0,2,2,6,7,0,0,4,0,1,0,7,1,1,0.253,0.153,0.203,1,0,1,10,9,9,0,0.112,0.203,0.203,0.518,0.518,0.509
BOS,2012,BOS,2012020615,BOS,CAR,AWAY,20130413,Team Level,5on4,1,1,1,247,8.708,0.143,0.918,2.164,0.296,5.566,2.913,0.137,0.143,0.137,8,4,1,13,0,0,0,1,0,8,3,8,12,0,0,6,0,0,0,12,0,0,0.143,0,0,0,0,0,13,12,12,0,0.245,0,0,0.387,0.387,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2012,BOS,2012020624,BOS,OTT,HOME,20130428,Team Level,other,0.0496,0.6667,0.6667,132,1.53,0.037,0.062,0.431,0.045,0.702,0.722,0.037,0.037,0.037,2,0,0,2,0,0,0,1,0,1,0,2,2,0,0,2,1,0,0,2,0,0,0.037,0,0,0,0,0,2,2,2,0,0.014,0,0,0.051,0.051,0.051,0.646,0.709,0.015,0.012,0.012,0.122,0.13,0.709,0.709,0.709,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.709,0,0,1,1,1,1,0,0.003,0,0,0.712,0.712,0.712
BOS,2012,BOS,2012020624,BOS,OTT,HOME,20130428,Team Level,all,0.5442,0.5833,0.6265,3600,36.51,2.357,2.289,8.967,1.202,21.851,15.335,2.305,2.232,2.182,36,16,11,63,2,0,0,12,1,23,14,34,50,4,11,36,24,11,10,43,8,1,1.188,0.941,0.228,1,1,0,59.554,52,49.179,6,0.487,0,0,2.843,2.694,2.634,22.193,1.974,1.234,5.013,0.65,12.012,10.117,1.951,2.074,2.048,22,9,14,45,4,0,0,5,0,10,12,18,27,4,11,21,31,2,10,24,4,3,0.454,0.355,1.165,1,1,2,48.037,31,33.121,4,0.255,0,0,2.229,2.346,2.317
BOS,2012,BOS,2012020624,BOS,OTT,HOME,20130428,Team Level,5on5,0.5945,0.5745,0.6143,2992,30.115,1.83,1.785,7.403,0.993,18.013,12.976,1.803,1.705,1.68,30,13,11,54,1,0,0,10,0,18,14,29,42,4,11,29,21,11,10,36,6,1,0.905,0.697,0.228,1,0,0,50.554,43,40.179,6,0.362,0,0,2.191,2.042,2.012,19.842,1.248,1.099,4.723,0.584,10.845,8.501,1.224,1.347,1.321,19,8,13,40,3,0,0,5,0,10,9,16,24,4,11,16,27,2,9,21,4,2,0.435,0.355,0.457,1,1,1,43.037,27,29.121,4,0.223,0,0,1.47,1.587,1.559
BOS,2012,BOS,2012020624,BOS,OTT,HOME,20130428,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405,0.017,0.109,0.268,0.044,1.034,0.527,0.017,0.017,0.017,1,1,1,3,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,2,0,0,0.017,0,0,0,0,0,3,2,2,0,0.026,0,0,0.043,0.043,0.043
BOS,2012,BOS,2012020624,BOS,OTT,HOME,20130428,Team Level,5on4,0.998,0.875,0.875,236,4.865,0.49,0.442,1.132,0.164,3.136,1.637,0.465,0.49,0.465,4,3,0,7,1,0,0,1,1,4,0,3,6,0,0,2,0,0,0,5,2,0,0.246,0.243,0,0,1,0,7,7,7,0,0.111,0,0,0.601,0.601,0.571,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,3,0,0,1,0,0,0.001,0,0,0,0,0,1,1,1,0,0.002,0,0,0.003,0.003,0.003
BOS,2012,BOS,2012020641,BOS,BUF,HOME,20130417,Team Level,other,0.2102,0.3846,0.3333,49,2.918,0.345,0.161,0.572,0.079,1.406,1.437,0.345,0.345,0.345,4,0,1,5,0,0,0,1,0,1,2,4,4,0,0,4,1,0,0,3,1,0,0.159,0.186,0,0,0,0,5,4,4,0,0.038,0,0,0.383,0.383,0.383,6.057,1.296,0.369,0.942,0.18,2.677,2.536,1.277,1.296,1.277,7,1,0,8,1,0,0,1,0,1,5,6,7,1,2,2,2,0,1,3,4,1,0.052,0.527,0.717,0,0,1,8,8,8,0,0.1,0,0,1.396,1.396,1.375
BOS,2012,BOS,2012020641,BOS,BUF,HOME,20130417,Team Level,all,0.6389,0.6134,0.6061,3900,43.205,5.229,3.184,8.259,1.342,22.842,19.145,4.968,5.184,4.923,43,17,13,73,2,6,1,12,3,18,19,41,58,5,12,36,20,12,7,33,22,5,1.269,2.545,1.416,0,1,1,73.634,60,60.742,2,0.677,1.281,1.281,4.625,4.575,4.481,28.099,2.956,1.812,5.984,0.852,15.373,12.024,2.925,2.977,2.946,32,7,7,46,2,0,0,10,1,10,16,30,37,2,4,20,28,2,15,30,7,2,0.719,0.86,1.377,0,0,2,46.091,39,38.979,6,0.416,0,0,3.372,3.398,3.364
BOS,2012,BOS,2012020641,BOS,BUF,HOME,20130417,Team Level,5on5,0.8329,0.7011,0.7,3211,34.627,3.952,2.64,6.949,1.114,19.66,14.685,3.758,3.906,3.714,33,16,12,61,2,5,1,10,2,16,14,31,47,5,12,23,17,11,5,27,18,4,1.019,1.871,1.062,0,1,1,61.634,49,49.742,1,0.548,0.927,0.927,3.572,3.522,3.434,15.057,0.793,0.868,3.837,0.465,8.615,6.422,0.79,0.814,0.811,17,4,5,26,0,0,0,7,1,6,7,17,21,1,2,14,23,2,12,18,3,0,0.46,0.333,0,0,0,0,26.091,21,20.979,6,0.174,0,0,0.967,0.993,0.989
BOS,2012,BOS,2012020641,BOS,BUF,HOME,20130417,Team Level,4on5,0.5391,0.375,0.4286,516,4.913,0.875,0.342,0.593,0.132,1.367,2.691,0.807,0.875,0.807,6,0,0,6,0,1,0,1,1,1,2,6,6,0,0,7,2,1,2,2,3,1,0.033,0.489,0.353,0,0,0,6,6,6,1,0.081,0.353,0.353,0.602,0.602,0.597,5.626,0.748,0.497,1.033,0.171,3.613,1.937,0.741,0.748,0.741,6,2,2,10,1,0,0,1,0,3,3,5,7,0,0,4,2,0,2,7,0,1,0.088,0,0.66,0,0,1,10,8,8,0,0.125,0,0,0.873,0.873,0.865
BOS,2012,BOS,2012020641,BOS,BUF,HOME,20130417,Team Level,5on4,0.3295,0.3333,0.3333,124,0.747,0.058,0.04,0.145,0.017,0.409,0.332,0.058,0.058,0.058,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0.058,0,0,0,0,0,1,1,1,0,0.009,0,0,0.067,0.067,0.067,1.358,0.118,0.079,0.172,0.036,0.467,1.128,0.118,0.118,0.118,2,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,1,0,0,2,0,0,0.118,0,0,0,0,0,2,2,2,0,0.017,0,0,0.136,0.136,0.136
BOS,2012,BOS,2012020654,BOS,PIT,HOME,20130420,Team Level,other,0.8836,0.8333,0.9,364,6.563,0.607,0.55,1.149,0.266,4.057,2.371,0.574,0.607,0.574,7,2,1,10,1,1,1,0,0,2,5,6,8,0,0,7,1,0,1,6,2,1,0.191,0.182,0.233,0,0,1,10,9,9,0,0.141,0.233,0.233,0.514,0.514,0.505,0.728,0.08,0.047,0.13,0.021,0.332,0.389,0.08,0.08,0.08,1,0,1,2,0,0,0,1,0,0,0,1,1,0,0,2,0,1,3,0,1,0,0,0.08,0,0,0,0,2,1,1,1,0.012,0,0,0.092,0.092,0.092
BOS,2012,BOS,2012020654,BOS,PIT,HOME,20130420,Team Level,all,0.6001,0.6574,0.6395,3600,38.614,3.418,2.931,7.932,1.282,23.648,15.789,3.324,3.315,3.224,40,15,16,71,2,1,1,8,0,22,22,38,53,9,24,43,35,4,6,39,14,2,1.366,1.612,0.44,0,0,2,69.077,55,53.622,2,0.633,0.233,0.233,3.818,3.695,3.615,22.051,2.278,1.706,4.993,0.712,12.792,8.52,2.245,2.33,2.297,24,7,6,37,3,1,1,13,0,10,4,21,28,7,20,29,30,6,8,24,4,3,0.678,0.41,1.189,0,0,3,37.586,31,31.46,3,0.412,0.261,0.261,2.429,2.476,2.445
BOS,2012,BOS,2012020654,BOS,PIT,HOME,20130420,Team Level,5on5,0.6676,0.7273,0.7119,2585,29.269,2.334,2.091,6.344,0.915,18.053,12.263,2.273,2.231,2.174,30,12,14,56,0,0,0,8,0,19,15,30,42,8,22,23,31,4,4,31,11,0,1.03,1.304,0,0,0,0,54.077,42,40.622,1,0.422,0,0,2.757,2.634,2.564,12.567,1.162,0.832,3.215,0.412,6.276,5.103,1.147,1.215,1.199,15,2,4,21,1,1,1,8,0,5,2,14,16,5,16,24,27,3,4,13,3,1,0.571,0.33,0.261,0,0,1,21.586,17,17.46,2,0.174,0.261,0.261,1.075,1.122,1.109
BOS,2012,BOS,2012020654,BOS,PIT,HOME,20130420,Team Level,4on5,0.1085,0.0667,0.0714,407,0.756,0.126,0.063,0.095,0.023,0.249,0.445,0.126,0.126,0.126,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,10,3,0,1,0,1,0,0,0.126,0,0,0,0,1,1,1,1,0.014,0,0,0.139,0.139,0.139,8.757,1.035,0.826,1.647,0.279,6.184,3.028,1.018,1.035,1.018,8,5,1,14,2,0,0,4,0,5,2,6,11,2,4,3,1,1,1,11,0,2,0.108,0,0.928,0,0,2,14,13,13,0,0.227,0,0,1.262,1.262,1.244
BOS,2012,BOS,2012020654,BOS,PIT,HOME,20130420,Team Level,5on4,1,1,1,244,2.026,0.351,0.227,0.344,0.077,1.289,0.711,0.351,0.351,0.351,2,1,1,4,1,0,0,0,0,1,1,1,2,1,2,3,0,0,0,2,0,1,0.144,0,0.207,0,0,1,4,3,3,0,0.056,0,0,0.407,0.407,0.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2012,BOS,2012020668,BOS,FLA,HOME,20130421,Team Level,other,0.3034,0.5,0.5,30,0.45,0.179,0.038,0.045,0.027,0.418,0.294,0.179,0.179,0.179,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.179,0,0,1,0,1,1,1,0,0.008,0,0,0.187,0.187,0.187,0.928,0.411,0.067,0.112,0.027,0.329,0.055,0.403,0.411,0.403,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.411,0,0,0,1,1,1,0,0.024,0,0,0.435,0.435,0.427
BOS,2012,BOS,2012020668,BOS,FLA,HOME,20130421,Team Level,all,0.597,0.5517,0.5591,3600,37.119,3.668,2.524,8.408,1.268,19.795,16.336,3.504,3.678,3.513,39,13,12,64,3,4,0,5,0,17,23,36,49,2,4,27,33,8,20,31,19,2,0.771,2.306,0.592,2,1,0,66.584,52,53.836,7,0.537,0.741,0.741,3.464,3.473,3.318,30.004,2.476,1.959,6.602,0.925,16.696,12.342,2.448,2.468,2.44,28,13,11,52,0,0,0,8,1,13,19,28,41,2,4,21,20,3,13,30,10,1,0.912,1.154,0.411,0,0,0,50.228,41,39.585,8,0.431,0,0,2.908,2.898,2.865
BOS,2012,BOS,2012020668,BOS,FLA,HOME,20130421,Team Level,5on5,0.5767,0.55,0.5375,3090,31.388,2.776,1.999,7.618,1.071,16.105,13.432,2.711,2.785,2.721,33,10,12,55,2,4,0,5,0,12,20,31,41,2,4,24,31,7,17,28,13,2,0.655,1.529,0.592,2,0,0,57.584,43,44.836,7,0.415,0.741,0.741,2.45,2.458,2.419,26.978,2.038,1.691,5.958,0.823,14.891,11.601,2.017,2.029,2.008,26,11,8,45,0,0,0,8,1,11,17,26,37,2,4,18,19,3,12,27,10,0,0.884,1.154,0,0,0,0,43.228,37,35.585,7,0.348,0,0,2.386,2.376,2.351
BOS,2012,BOS,2012020668,BOS,FLA,HOME,20130421,Team Level,4on5,0.8158,0.25,0.4,240,1.045,0.124,0.072,0.096,0.028,0.247,1.433,0.124,0.124,0.124,1,1,0,2,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,1,1,0,0.001,0.123,0,0,0,0,2,2,2,0,0.016,0,0,0.139,0.139,0.139,2.098,0.028,0.201,0.532,0.076,1.476,0.686,0.028,0.028,0.028,1,2,3,6,0,0,0,0,0,2,1,1,3,0,0,3,0,0,0,3,0,0,0.028,0,0,0,0,0,6,3,3,0,0.059,0,0,0.087,0.087,0.087
BOS,2012,BOS,2012020668,BOS,FLA,HOME,20130421,Team Level,5on4,1,1,1,240,4.237,0.591,0.416,0.648,0.142,3.026,1.177,0.49,0.591,0.49,4,2,0,6,0,0,0,0,0,4,2,4,6,0,0,2,0,0,3,2,4,0,0.115,0.476,0,0,0,0,6,6,6,0,0.098,0,0,0.689,0.689,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOS,2012,BOS,2012020684,BOS,PHI,AWAY,20130423,Team Level,other,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0.067,0.035,0.139,0.021,0.346,0.393,0.067,0.067,0.067,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0.067,0,0,0,0,0,1,1,1,0,0.008,0,0,0.075,0.075,0.075
BOS,2012,BOS,2012020684,BOS,PHI,AWAY,20130423,Team Level,all,0.5861,0.5691,0.5556,3600,38.239,4.355,2.749,8.963,1.193,18.388,14.351,4.298,4.403,4.345,41,9,20,70,2,6,1,11,4,10,17,39,48,4,11,34,30,5,16,35,7,8,1.024,0.858,2.473,0,1,1,68.154,50,49.731,11,0.612,1.405,1.405,3.562,3.591,3.579,29.082,3.076,2.009,6.913,0.952,15.652,11.398,2.978,3.045,2.947,30,10,13,53,5,1,1,9,0,13,12,25,35,4,11,30,26,6,12,23,14,3,0.739,1.527,0.81,0,2,3,54.024,40,40.184,12,0.435,0.278,0.278,3.234,3.197,3.165
BOS,2012,BOS,2012020684,BOS,PHI,AWAY,20130423,Team Level,5on5,0.5706,0.5849,0.5584,2951,32.546,3.45,2.198,7.872,1.022,15.879,12.579,3.394,3.498,3.441,35,8,19,62,2,6,1,9,3,8,15,33,41,4,11,28,29,4,11,30,6,7,0.958,0.73,1.762,0,1,1,60.154,43,42.731,9,0.459,1.405,1.405,2.505,2.534,2.523,25.156,2.596,1.72,6.161,0.818,13.086,9.619,2.497,2.564,2.467,27,7,10,44,5,1,1,9,0,10,9,22,29,2,7,22,23,4,11,20,11,3,0.545,1.241,0.81,0,2,3,45.024,34,34.184,11,0.362,0.278,0.278,2.68,2.644,2.612
BOS,2012,BOS,2012020684,BOS,PHI,AWAY,20130423,Team Level,4on5,0.2714,0.125,0.2,307,0.842,0.127,0.094,0.086,0.018,0.232,0.443,0.127,0.127,0.127,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,3,0,1,0,0,0.127,0,0,0,0,1,1,1,2,0.021,0,0,0.148,0.148,0.148,2.432,0.341,0.232,0.463,0.089,1.958,0.918,0.341,0.341,0.341,2,2,3,7,0,0,0,0,0,2,2,2,4,1,2,4,0,0,0,1,3,0,0.055,0.286,0,0,0,0,7,4,4,0,0.06,0,0,0.401,0.401,0.401
BOS,2012,BOS,2012020684,BOS,PHI,AWAY,20130423,Team Level,5on4,0.9142,0.875,0.8571,285,4.851,0.778,0.458,1.005,0.154,2.278,1.328,0.777,0.778,0.777,5,1,1,7,0,0,0,2,1,2,1,5,6,0,0,3,0,0,2,5,0,1,0.066,0,0.711,0,0,0,7,6,6,0,0.132,0,0,0.909,0.909,0.908,0.779,0.073,0.022,0.15,0.024,0.263,0.469,0.073,0.073,0.073,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,3,3,1,1,1,0,0,0.073,0,0,0,0,0,1,1,1,1,0.005,0,0,0.078,0.078,0.078
BOS,2012,BOS,2012020711,BOS,WSH,AWAY,20130427,Team Level,other,0.5698,0.6,0.4545,121,3.704,1.037,0.194,0.659,0.11,1.718,1.282,0.936,1.037,0.936,3,2,4,9,0,0,0,2,1,2,0,3,5,1,2,3,0,0,0,2,0,3,0.057,0,0.98,0,0,0,9,5,5,0,0.089,0,0,1.126,1.126,1.02,4.237,0.783,0.417,0.877,0.133,2.601,1.189,0.75,0.783,0.75,4,2,0,6,1,1,1,1,0,1,2,3,5,1,2,6,1,1,0,4,1,1,0.243,0.168,0.372,0,0,1,6,6,6,0,0.123,0.372,0.372,0.534,0.534,0.516
BOS,2012,BOS,2012020711,BOS,WSH,AWAY,20130427,Team Level,all,0.4998,0.5,0.4896,3803,34.015,3.506,2.324,7.41,1.075,18.399,14.285,3.287,3.681,3.454,34,13,18,65,2,3,0,8,1,15,18,32,45,6,12,25,26,5,2,35,7,5,1.044,0.807,1.655,2,0,0,69.528,47,50.176,2,0.535,0.829,0.829,3.212,3.363,3.229,34.707,3.509,2.602,6.929,1.039,20.345,14.575,3.421,3.355,3.271,37,12,16,65,3,2,1,6,0,20,18,34,46,3,6,33,34,8,11,33,15,1,1.29,1.847,0.372,2,0,1,61.558,49,46.522,7,0.598,0.493,0.493,3.614,3.446,3.387
BOS,2012,BOS,2012020711,BOS,WSH,AWAY,20130427,Team Level,5on5,0.5211,0.52,0.5278,3132,27.2,2.311,1.846,6.237,0.886,14.871,11.849,2.193,2.485,2.361,27,11,14,52,2,3,0,6,0,13,14,25,36,5,10,20,25,4,2,30,6,2,0.963,0.672,0.675,2,0,0,56.528,38,41.176,2,0.381,0.829,0.829,1.863,2.013,1.987,24.178,2.124,1.644,4.91,0.707,13.549,11.066,2.084,1.971,1.934,25,9,14,48,0,1,0,5,0,15,13,25,34,2,4,21,30,5,11,23,11,0,0.766,1.358,0,0,0,0,44.558,34,31.522,7,0.336,0.121,0.121,2.339,2.171,2.148
BOS,2012,BOS,2012020711,BOS,WSH,AWAY,20130427,Team Level,4on5,0.1821,0.0833,0.1,396,0.909,0.134,0.088,0.094,0.024,0.248,0.412,0.134,0.134,0.134,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0.134,0,0,0,0,1,1,1,0,0.02,0,0,0.154,0.154,0.154,6.292,0.602,0.54,1.142,0.199,4.196,2.32,0.587,0.602,0.587,8,1,2,11,2,0,0,0,0,4,3,6,7,0,0,5,2,2,0,6,3,0,0.281,0.321,0,2,0,0,11,9,9,0,0.139,0,0,0.741,0.741,0.723
BOS,2012,BOS,2012020711,BOS,WSH,AWAY,20130427,Team Level,5on4,1,1,1,154,2.203,0.024,0.196,0.42,0.055,1.562,0.742,0.024,0.024,0.024,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,1,0,1,0,3,0,0,0.024,0,0,0,0,0,3,3,3,0,0.045,0,0,0.069,0.069,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2013,BOS,2013020007,BOS,T.B,HOME,20131003,Team Level,other,0.0901,0.0667,0.0833,350,0.775,0.051,0.03,0.162,0.023,0.214,0.52,0.051,0.051,0.051,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0.051,0,0,1,0,0,1,1,1,0,0.007,0,0,0.058,0.058,0.058,7.985,0.515,0.623,1.87,0.302,5.624,2.065,0.493,0.515,0.493,9,2,3,14,0,0,0,2,0,5,4,9,11,1,2,6,1,0,0,8,3,0,0.131,0.384,0,0,0,0,14,11,11,0,0.226,0,0,0.741,0.741,0.714
BOS,2013,BOS,2013020007,BOS,T.B,HOME,20131003,Team Level,all,0.5158,0.5047,0.481,3600,27.806,2.419,1.666,6.931,1.074,14.358,11.552,2.381,2.411,2.374,25,13,16,54,3,3,0,8,0,13,11,22,35,7,20,39,14,6,4,32,3,3,1.038,0.467,0.913,2,1,0,55.288,38,38.982,2,0.351,0.913,0.913,1.856,1.858,1.843,30.43,2.271,2.038,7.282,0.982,17.096,11.33,2.188,2.287,2.203,33,8,12,53,1,1,0,12,2,11,14,32,40,6,16,33,20,4,4,31,8,2,0.803,0.924,0.544,1,0,0,52.515,41,40.593,2,0.524,0.064,0.064,2.731,2.752,2.658
BOS,2013,BOS,2013020007,BOS,T.B,HOME,20131003,Team Level,5on5,0.5574,0.5581,0.5246,2911,23.133,2.208,1.451,5.953,0.929,12.453,9.005,2.171,2.201,2.163,21,11,16,48,2,3,0,8,0,11,8,19,30,5,16,27,13,5,3,26,3,3,0.828,0.467,0.913,1,1,0,49.288,32,32.982,2,0.301,0.913,0.913,1.597,1.598,1.583,21.559,1.753,1.392,5.176,0.66,11.163,8.856,1.691,1.769,1.707,23,6,9,38,1,1,0,9,2,6,10,22,28,4,14,26,17,4,3,22,5,2,0.669,0.541,0.544,1,0,0,37.515,29,28.593,2,0.293,0.064,0.064,1.982,2.002,1.935
BOS,2013,BOS,2013020007,BOS,T.B,HOME,20131003,Team Level,4on5,0.9333,0.6667,0.6667,104,1.568,0.042,0.042,0.294,0.049,0.458,1.115,0.042,0.042,0.042,2,0,0,2,0,0,0,0,0,0,2,2,2,2,4,4,0,0,0,2,0,0,0.042,0,0,0,0,0,2,2,2,0,0.009,0,0,0.051,0.051,0.051,0.886,0.003,0.023,0.236,0.02,0.309,0.409,0.003,0.003,0.003,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0.003,0,0,0,0,0,1,1,1,0,0.005,0,0,0.008,0.008,0.008
BOS,2013,BOS,2013020007,BOS,T.B,HOME,20131003,Team Level,5on4,1,1,1,235,2.331,0.117,0.143,0.522,0.073,1.233,0.912,0.117,0.117,0.117,1,2,0,3,0,0,0,0,0,2,1,1,3,0,0,2,0,0,1,3,0,0,0.117,0,0,0,0,0,3,3,3,0,0.033,0,0,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
