team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2020,BOS,2020020653,BOS,WSH,AWAY,20210511,Team Level,5on4,0,0.3333,0,89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.71,0.103,0.033,0.094,0.021,0.24,0.509,0.103,0.103,0.103,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0.103,0,0,0,0,2,1,1,0,0.007,0,0,0.11,0.11,0.11
BOS,2021,BOS,2021020020,BOS,DAL,HOME,20211016,Team Level,other,0.8819,0.25,0.2857,333,1.463,0.963,0.082,0.162,0.024,0.563,0.206,0.963,0.963,0.963,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0.034,0,0.929,0,0,1,2,2,2,0,0.02,0,0,0.983,0.983,0.983,3.264,0.129,0.257,0.868,0.145,2.565,1.037,0.129,0.129,0.129,3,2,1,6,0,0,0,0,1,2,2,3,5,0,0,3,0,1,0,5,0,0,0.129,0,0,0,0,0,6,5,5,0,0.071,0,0,0.2,0.2,0.199
BOS,2021,BOS,2021020020,BOS,DAL,HOME,20211016,Team Level,all,0.5339,0.5727,0.5714,3600,35.992,2.978,2.301,8.681,1.238,21.816,14.987,2.915,2.949,2.887,40,12,11,63,3,0,0,16,1,13,19,37,49,6,12,29,25,4,7,45,6,1,1.322,0.726,0.929,1,1,1,62.912,52,52.05,1,0.494,0,0,3.471,3.435,3.36,27.908,2.6,1.83,7.01,0.972,16.097,10.492,2.448,2.654,2.494,28,11,8,47,1,3,0,9,2,12,12,27,38,5,8,33,33,7,11,33,1,5,0.762,0.101,1.737,0,1,0,47.287,39,39.141,3,0.421,0.674,0.674,2.347,2.374,2.361
BOS,2021,BOS,2021020020,BOS,DAL,HOME,20211016,Team Level,5on5,0.5325,0.6377,0.6333,2522,26.204,1.517,1.629,7.083,0.95,15.97,10.851,1.468,1.489,1.44,33,5,6,44,2,0,0,16,0,7,13,31,36,3,6,18,25,3,6,33,5,0,0.908,0.61,0,1,1,0,43.912,38,38.05,1,0.333,0,0,1.85,1.814,1.758,15.79,1.332,0.975,4.215,0.576,8.535,6.366,1.18,1.386,1.227,16,6,3,25,1,2,0,5,0,6,8,15,21,5,8,25,31,5,9,19,1,2,0.568,0.101,0.663,0,1,0,25.287,22,22.141,3,0.197,0.663,0.663,0.866,0.894,0.883
BOS,2021,BOS,2021020020,BOS,DAL,HOME,20211016,Team Level,4on5,0.1485,0.2222,0.2143,471,2.274,0.15,0.097,0.185,0.059,0.715,1.794,0.15,0.15,0.15,3,0,1,4,0,0,0,0,0,0,3,3,3,1,2,3,0,1,0,2,1,0,0.033,0.117,0,0,0,0,4,3,3,0,0.022,0,0,0.173,0.173,0.173,8.029,0.86,0.544,1.837,0.236,4.793,2.73,0.859,0.86,0.859,8,3,3,14,0,1,0,4,1,3,2,8,11,0,0,5,2,0,2,9,0,2,0.065,0,0.795,0,0,0,14,11,11,0,0.14,0.011,0.011,0.989,0.989,0.988
BOS,2021,BOS,2021020020,BOS,DAL,HOME,20211016,Team Level,5on4,0.5543,0.8667,0.9,274,6.051,0.347,0.494,1.251,0.204,4.569,2.135,0.333,0.347,0.333,3,6,4,13,0,0,0,0,1,5,3,3,9,2,4,4,0,0,1,9,0,0,0.347,0,0,0,0,0,13,9,9,0,0.118,0,0,0.465,0.465,0.446,0.824,0.279,0.054,0.09,0.015,0.204,0.358,0.279,0.279,0.279,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.279,0,0,0,2,1,1,0,0.012,0,0,0.292,0.292,0.292
BOS,2021,BOS,2021020050,BOS,PHI,AWAY,20211020,Team Level,other,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0.29,0.017,0.047,0.021,0.252,0.374,0.29,0.29,0.29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.29,0,0,1,1,1,1,0,0.003,0,0,0.293,0.293,0.293
BOS,2021,BOS,2021020050,BOS,PHI,AWAY,20211020,Team Level,all,0.5967,0.6,0.6203,3600,37.225,3.678,2.502,9.658,1.207,17.452,14.502,3.333,3.704,3.352,40,9,23,72,3,5,1,9,1,14,17,37,46,2,4,24,32,4,6,35,9,5,0.911,1.298,1.47,0,1,2,70.444,49,47.844,3,0.531,0.922,0.922,3.288,3.307,3.252,22.497,2.486,1.43,4.886,0.746,11.398,9.054,2.45,2.492,2.456,25,5,18,48,6,2,1,4,0,5,13,19,24,1,2,26,35,9,12,19,8,3,0.598,0.937,0.95,1,2,3,49.228,30,30.853,12,0.299,0.634,0.634,2.15,2.147,2.145
BOS,2021,BOS,2021020050,BOS,PHI,AWAY,20211020,Team Level,5on5,0.6505,0.6216,0.6351,3303,36.299,3.654,2.403,9.415,1.14,16.795,13.594,3.309,3.679,3.327,38,9,22,69,3,5,1,9,1,14,15,35,44,2,4,22,32,4,6,33,9,5,0.886,1.298,1.47,0,1,2,67.444,47,45.844,3,0.506,0.922,0.922,3.238,3.257,3.202,20.33,1.963,1.259,4.654,0.683,10.458,7.982,1.928,1.97,1.934,22,5,15,42,4,2,1,4,0,5,12,18,23,1,2,25,35,9,10,19,6,2,0.598,0.705,0.661,1,1,2,43.228,27,27.853,10,0.261,0.634,0.634,1.59,1.587,1.585
BOS,2021,BOS,2021020050,BOS,PHI,AWAY,20211020,Team Level,4on5,0.1543,0.3333,0.6667,146,0.927,0.025,0.099,0.243,0.067,0.658,0.908,0.025,0.025,0.025,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,2,0,0,0.025,0,0,0,0,0,2,2,2,0,0.025,0,0,0.05,0.05,0.05,0.847,0.137,0.103,0.105,0.024,0.437,0.195,0.137,0.137,0.137,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.137,0,0,1,0,4,1,1,0,0.024,0,0,0.161,0.161,0.161
BOS,2021,BOS,2021020050,BOS,PHI,AWAY,20211020,Team Level,5on4,0,0.5,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.688,0.096,0.051,0.081,0.018,0.251,0.504,0.096,0.096,0.096,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0.096,0,0,0,0,1,1,1,2,0.011,0,0,0.107,0.107,0.107
BOS,2021,BOS,2021020062,BOS,BUF,AWAY,20211022,Team Level,other,0.956,0.5,0.5,65,0.875,0.934,0.013,0.005,0.003,0.025,0.021,0.934,0.934,0.934,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.934,0,0,1,1,1,1,0,0.003,0,0,0.937,0.937,0.937,0.701,0.043,0.058,0.144,0.03,0.533,0.192,0.043,0.043,0.043,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.043,0,0,0,0,0,1,1,1,0,0.013,0,0,0.056,0.056,0.056
BOS,2021,BOS,2021020062,BOS,BUF,AWAY,20211022,Team Level,all,0.5694,0.3704,0.425,3600,24.72,3.246,1.465,5.659,0.766,12.801,10.062,3.234,3.47,3.456,26,8,6,40,4,2,0,3,2,5,18,22,30,4,8,29,14,6,4,24,7,3,0.487,1.068,1.691,0,2,2,45.903,34,37.866,2,0.322,0.227,0.227,3.341,3.565,3.549,32.128,2.455,2.298,7.955,1.101,19.099,13.092,2.338,2.241,2.134,36,10,22,68,1,4,0,5,2,16,18,35,45,2,4,17,12,7,8,35,10,1,1.033,1.154,0.268,1,0,0,60.826,46,41.753,6,0.482,0.572,0.572,2.364,2.16,2.111
BOS,2021,BOS,2021020062,BOS,BUF,AWAY,20211022,Team Level,5on5,0.4356,0.3548,0.3971,2887,19.306,1.722,1.207,4.963,0.648,10.622,7.838,1.711,1.947,1.934,21,6,6,33,2,2,0,3,2,4,14,19,25,4,8,24,11,4,4,19,7,1,0.423,1.068,0.232,0,2,0,38.903,27,30.866,2,0.254,0.227,0.227,1.75,1.974,1.961,28.577,2.231,2.067,7.1,0.977,16.938,11.687,2.114,2.017,1.91,31,10,19,60,1,4,0,4,2,15,15,30,40,2,4,12,12,5,5,31,9,1,0.9,1.063,0.268,1,0,0,52.826,41,36.753,5,0.426,0.572,0.572,2.084,1.88,1.831
BOS,2021,BOS,2021020062,BOS,BUF,AWAY,20211022,Team Level,4on5,0.1857,0.25,0.4,433,1.429,0.039,0.048,0.168,0.034,0.437,1.274,0.039,0.039,0.039,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,5,2,2,0,2,0,0,0.039,0,0,0,0,0,2,2,2,0,0.012,0,0,0.051,0.051,0.051,2.164,0.171,0.154,0.621,0.07,1.314,0.669,0.171,0.171,0.171,3,0,3,6,0,0,0,1,0,1,1,3,3,0,0,3,0,0,3,2,1,0,0.079,0.091,0,0,0,0,6,3,3,1,0.037,0,0,0.207,0.207,0.207
BOS,2021,BOS,2021020062,BOS,BUF,AWAY,20211022,Team Level,5on4,0.9821,0.8,0.8,215,3.11,0.55,0.197,0.524,0.081,1.718,0.93,0.549,0.55,0.549,3,1,0,4,1,0,0,0,0,1,2,2,3,0,0,0,1,0,0,3,0,1,0.025,0,0.525,0,0,1,4,4,4,0,0.053,0,0,0.603,0.603,0.6,0.686,0.01,0.019,0.09,0.024,0.313,0.543,0.01,0.01,0.01,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0.006,0,0,0.016,0.016,0.016
BOS,2021,BOS,2021020079,BOS,SJS,HOME,20211024,Team Level,other,0.0176,0.1667,0.1667,97,0.839,0.011,0.017,0.183,0.02,0.361,0.408,0.011,0.011,0.011,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0.011,0,0,0,0,0,1,1,1,0,0.004,0,0,0.015,0.015,0.015,3.955,0.613,0.312,0.791,0.128,2.401,0.756,0.545,0.613,0.545,5,0,0,5,0,0,0,2,0,3,0,5,5,0,0,3,0,0,0,3,1,1,0.16,0.113,0.34,0,0,0,5,5,5,0,0.108,0,0,0.721,0.721,0.646
BOS,2021,BOS,2021020079,BOS,SJS,HOME,20211024,Team Level,all,0.6461,0.5294,0.5854,3600,34.95,2.266,1.909,8.185,1.085,19.026,15.529,2.242,2.303,2.279,34,14,6,54,4,1,0,9,3,10,21,30,44,4,11,32,23,10,7,40,5,3,1.057,0.533,0.676,2,1,1,58.436,48,49.824,0,0.412,0.035,0.035,2.643,2.686,2.658,23.897,1.241,1.586,5.928,0.784,14.708,9.754,1.172,1.232,1.163,26,8,14,48,3,1,0,11,0,11,8,23,31,5,13,30,25,9,16,31,2,1,0.64,0.261,0.34,3,0,0,45.815,34,33.07,6,0.39,0.006,0.006,1.625,1.613,1.535
BOS,2021,BOS,2021020079,BOS,SJS,HOME,20211024,Team Level,5on5,0.759,0.5844,0.65,3010,28.547,1.584,1.488,6.926,0.863,15.265,12.873,1.571,1.621,1.608,27,12,6,45,3,1,0,8,2,7,18,24,36,4,11,24,23,8,6,33,4,2,0.787,0.356,0.441,2,0,1,49.436,39,40.824,0,0.302,0.035,0.035,1.85,1.893,1.878,14.442,0.503,0.757,3.857,0.448,8.661,6.773,0.503,0.495,0.495,15,6,11,32,3,0,0,7,0,5,6,12,18,5,13,23,25,9,13,20,1,0,0.355,0.148,0,3,0,0,29.815,21,20.07,5,0.151,0,0,0.654,0.643,0.643
BOS,2021,BOS,2021020079,BOS,SJS,HOME,20211024,Team Level,4on5,0.1011,0.0909,0.125,240,0.803,0.009,0.015,0.166,0.035,0.177,0.599,0.009,0.009,0.009,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0.009,0,0,0,0,0,1,1,1,0,0.003,0,0,0.012,0.012,0.012,4.801,0.08,0.486,1.201,0.19,3.42,1.623,0.078,0.08,0.078,5,2,3,10,0,1,0,2,0,3,1,5,7,0,0,3,0,0,1,7,0,0,0.08,0,0,0,0,0,10,7,7,0,0.124,0.006,0.006,0.198,0.198,0.194
BOS,2021,BOS,2021020079,BOS,SJS,HOME,20211024,Team Level,5on4,0.9364,0.875,0.875,253,4.761,0.663,0.389,0.91,0.167,3.222,1.649,0.652,0.663,0.652,5,2,0,7,1,0,0,1,1,2,2,4,6,0,0,6,0,0,1,5,1,1,0.251,0.177,0.235,0,1,0,7,7,7,0,0.103,0,0,0.766,0.766,0.754,0.7,0.045,0.031,0.079,0.018,0.226,0.601,0.045,0.045,0.045,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,1,0,0,0.045,0,0,0,0,0,1,1,1,1,0.007,0,0,0.052,0.052,0.052
BOS,2021,BOS,2021020097,BOS,FLA,AWAY,20211027,Team Level,other,0.5692,0.625,0.6364,206,5.991,2.316,0.612,0.993,0.227,2.008,0.844,0.976,2.316,0.976,7,0,3,10,0,4,0,0,0,3,0,7,7,0,0,2,0,1,2,1,1,5,0.027,0.193,2.096,0,0,0,10,7,7,1,0.213,1.37,1.37,1.16,1.16,0.573,2.927,1.753,0.135,0.267,0.063,0.905,0.876,1.743,1.753,1.743,3,1,2,6,1,0,0,0,0,1,2,2,3,0,0,0,1,1,2,0,2,2,0,0.203,1.55,0,0,1,6,4,4,2,0.033,0,0,1.786,1.786,1.774
BOS,2021,BOS,2021020097,BOS,FLA,AWAY,20211027,Team Level,all,0.5286,0.5273,0.5125,3600,29.837,3.755,2.381,6.099,1.031,16.126,11.609,2.408,3.797,2.449,31,10,17,58,1,5,0,8,0,16,11,30,40,1,2,37,37,13,10,29,7,5,0.799,0.86,2.096,1,0,0,58.008,41,41.106,3,0.6,1.4,1.4,2.956,3.006,2.41,27.463,3.349,1.679,6.048,0.823,15.263,11.839,3.327,3.325,3.304,27,12,13,52,4,1,0,10,0,10,14,23,35,2,4,19,34,17,17,30,7,2,1.094,0.705,1.55,1,2,1,52.353,39,39.535,10,0.35,0.071,0.071,3.628,3.604,3.584
BOS,2021,BOS,2021020097,BOS,FLA,AWAY,20211027,Team Level,5on5,0.4803,0.4819,0.45,3118,18.895,1.354,1.323,3.846,0.594,10.911,8.972,1.349,1.395,1.39,19,8,13,40,1,0,0,7,0,9,10,18,26,0,0,33,36,12,8,21,6,0,0.688,0.666,0,1,0,0,40.008,27,27.106,2,0.277,0,0,1.631,1.682,1.674,23.076,1.465,1.42,5.486,0.722,13.596,10.311,1.454,1.442,1.431,23,10,10,43,3,1,0,10,0,9,10,20,30,2,4,18,33,15,15,29,4,0,1.053,0.412,0,1,2,0,43.353,33,33.535,8,0.287,0.071,0.071,1.681,1.657,1.649
BOS,2021,BOS,2021020097,BOS,FLA,AWAY,20211027,Team Level,4on5,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0.041,0.066,0.163,0.019,0.487,0.224,0.041,0.041,0.041,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.041,0,0,0,0,0,2,1,1,0,0.016,0,0,0.057,0.057,0.057
BOS,2021,BOS,2021020097,BOS,FLA,AWAY,20211027,Team Level,5on4,0.4885,0.8889,0.875,198,4.951,0.085,0.446,1.259,0.21,3.207,1.793,0.083,0.085,0.083,5,2,1,8,0,1,0,1,0,4,1,5,7,1,2,2,1,0,0,7,0,0,0.085,0,0,0,0,0,8,7,7,0,0.11,0.03,0.03,0.165,0.165,0.163,0.815,0.089,0.058,0.132,0.019,0.274,0.428,0.089,0.089,0.089,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0.089,0,0,0,0,1,1,1,0,0.015,0,0,0.104,0.104,0.104
BOS,2021,BOS,2021020104,BOS,CAR,AWAY,20211028,Team Level,other,0.3187,0.4667,0.4545,411,3.851,0.517,0.282,0.737,0.116,2.103,1.244,0.338,0.517,0.338,2,3,2,7,0,0,0,0,0,3,2,2,5,1,2,4,0,2,3,3,1,1,0.102,0.125,0.29,0,0,0,7,5,5,1,0.094,0,0,0.611,0.611,0.399,4.084,1.105,0.181,0.743,0.118,1.859,1.994,1.105,1.105,1.105,2,4,2,8,1,0,0,0,1,2,2,1,5,0,0,5,2,0,1,4,0,2,0.138,0,0.967,0,0,1,8,6,6,1,0.044,0,0,1.149,1.149,1.149
BOS,2021,BOS,2021020104,BOS,CAR,AWAY,20211028,Team Level,all,0.5155,0.5357,0.5326,3600,37.054,3.763,2.325,8.328,1.204,18.653,14.727,3.454,3.802,3.49,33,16,11,60,0,3,0,7,4,18,17,33,49,5,10,27,46,6,13,34,8,7,0.731,1.004,2.027,0,0,0,58.818,49,48.237,4,0.554,0.752,0.752,3.565,3.583,3.313,30.066,3.537,2.083,6.418,0.976,17.065,12.921,3.463,3.499,3.427,24,19,9,52,3,1,0,7,1,17,14,21,40,6,12,34,29,0,15,31,7,5,0.983,0.88,1.674,2,0,1,52.318,43,43.4,8,0.464,0.261,0.261,3.74,3.708,3.663
BOS,2021,BOS,2021020104,BOS,CAR,AWAY,20211028,Team Level,5on5,0.5883,0.5625,0.5538,2458,27.948,2.425,1.669,6.806,0.889,13.128,11.083,2.295,2.464,2.331,29,7,9,45,0,3,0,7,3,13,10,29,36,4,8,19,40,4,7,25,7,4,0.57,0.879,0.975,0,0,0,43.818,36,35.237,2,0.35,0.752,0.752,2.023,2.041,1.984,20.662,1.697,1.414,4.653,0.647,11.91,8.679,1.652,1.659,1.616,18,11,6,35,1,1,0,5,0,13,9,17,28,4,8,23,27,0,11,22,5,2,0.616,0.59,0.491,1,0,0,35.318,29,29.4,5,0.296,0.261,0.261,1.732,1.699,1.691
BOS,2021,BOS,2021020104,BOS,CAR,AWAY,20211028,Team Level,4on5,0.0081,0.1,0.1111,405,0.859,0.006,0.007,0.042,0.015,0.176,0.753,0.006,0.006,0.006,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,4,0,1,1,0,0,0.006,0,0,0,0,0,1,1,1,0,0.002,0,0,0.009,0.009,0.009,5.319,0.735,0.488,1.022,0.211,3.296,2.248,0.706,0.735,0.706,4,4,1,9,1,0,0,2,0,2,3,3,7,0,0,2,0,0,3,5,2,1,0.23,0.289,0.215,1,0,0,9,8,8,2,0.125,0,0,0.86,0.86,0.824
BOS,2021,BOS,2021020104,BOS,CAR,AWAY,20211028,Team Level,5on4,1,1,1,326,4.395,0.815,0.368,0.742,0.184,3.246,1.646,0.814,0.815,0.814,1,6,0,7,0,0,0,0,1,2,4,1,7,0,0,1,2,0,2,5,0,2,0.053,0,0.761,0,0,0,7,7,7,1,0.108,0,0,0.922,0.922,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2021,BOS,2021020117,BOS,FLA,HOME,20211030,Team Level,other,0.698,0.4,0.5,0,0.835,0.178,0.08,0.106,0.019,0.295,0.322,0.178,0.178,0.178,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0.178,0,0,0,0,2,1,1,0,0.021,0,0,0.199,0.199,0.199,0.707,0.077,0.033,0.147,0.019,0.31,0.414,0.077,0.077,0.077,0,1,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,0.077,0,0,0,0,0,3,1,1,0,0.009,0,0,0.086,0.086,0.086
BOS,2021,BOS,2021020117,BOS,FLA,HOME,20211030,Team Level,all,0.5981,0.5049,0.4872,3900,27.464,2.628,1.962,6.082,0.908,15.734,10.686,2.544,2.536,2.454,33,5,14,52,2,3,1,8,1,11,13,31,36,1,2,36,28,10,7,28,7,3,0.935,0.933,0.761,1,1,0,50.796,38,37.203,3,0.423,0.664,0.664,2.387,2.306,2.252,27.612,1.766,1.637,6.898,0.908,16.164,12.627,1.765,1.834,1.832,35,5,11,51,2,0,0,11,2,9,16,33,38,3,6,21,25,10,9,35,4,1,0.83,0.442,0.494,0,1,1,52.784,40,41.342,3,0.341,0,0,2.107,2.192,2.19
BOS,2021,BOS,2021020117,BOS,FLA,HOME,20211030,Team Level,5on5,0.6394,0.4773,0.4478,3636,21.548,2.085,1.47,4.886,0.722,12.135,8.702,2.033,1.993,1.943,26,4,12,42,1,2,0,7,1,10,9,25,29,1,2,32,28,10,7,22,5,3,0.697,0.627,0.761,1,0,0,40.796,30,29.203,3,0.305,0.536,0.536,1.854,1.773,1.758,25.344,1.176,1.547,6.54,0.851,15.387,11.499,1.175,1.243,1.242,33,4,9,46,1,0,0,11,2,9,14,32,36,3,6,17,24,8,7,33,4,0,0.734,0.442,0,0,1,0,47.784,37,38.342,3,0.312,0,0,1.487,1.572,1.57
BOS,2021,BOS,2021020117,BOS,FLA,HOME,20211030,Team Level,4on5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0.494,0.028,0.086,0.017,0.249,0.125,0.494,0.494,0.494,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.494,0,0,1,1,1,1,0,0.014,0,0,0.508,0.508,0.508
BOS,2021,BOS,2021020117,BOS,FLA,HOME,20211030,Team Level,5on4,0.9481,0.8889,0.875,258,5.081,0.365,0.412,1.089,0.167,3.305,1.662,0.333,0.365,0.333,6,1,1,8,1,1,1,1,0,1,3,5,6,0,0,2,0,0,0,6,1,0,0.237,0.128,0,0,1,0,8,7,7,0,0.097,0.128,0.128,0.334,0.334,0.295,0.752,0.02,0.028,0.124,0.022,0.217,0.589,0.02,0.02,0.02,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,1,0,0,0.02,0,0,0,0,0,1,1,1,0,0.006,0,0,0.026,0.026,0.026
BOS,2021,BOS,2021020148,BOS,DET,HOME,20211104,Team Level,other,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0.624,0.022,0.055,0.024,0.193,0.082,0.624,0.624,0.624,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.624,0,0,1,2,1,1,0,0.013,0,0,0.636,0.636,0.636
BOS,2021,BOS,2021020148,BOS,DET,HOME,20211104,Team Level,all,0.6676,0.63,0.6709,3600,37.844,3.051,2.505,8.807,1.223,22.048,15.365,2.95,3.068,2.967,37,16,10,63,5,4,1,10,0,12,22,32,48,5,10,32,24,6,5,44,6,3,1.415,0.708,0.929,2,2,1,65.57,53,54.318,2,0.533,0.395,0.395,3.189,3.206,3.169,18.569,1.519,0.981,4.268,0.594,10.078,8.561,1.508,1.51,1.5,15,11,11,37,1,0,0,5,3,6,11,14,25,6,12,22,25,11,7,22,3,1,0.512,0.383,0.624,0,0,1,35.346,26,25.277,4,0.211,0,0,1.73,1.72,1.707
BOS,2021,BOS,2021020148,BOS,DET,HOME,20211104,Team Level,5on5,0.7029,0.625,0.6515,2803,30.416,2.075,1.906,7.471,1.012,17.669,12.866,2.057,2.092,2.074,28,15,7,50,1,3,0,8,0,9,22,27,42,3,6,22,18,4,4,38,4,1,1.148,0.516,0.412,1,0,0,52.57,43,44.318,2,0.388,0.114,0.114,2.35,2.367,2.354,16.362,0.877,0.856,3.984,0.541,9.11,7.633,0.867,0.869,0.858,12,11,7,30,0,0,0,4,3,5,11,12,23,5,10,15,21,10,6,20,3,0,0.494,0.383,0,0,0,0,28.346,23,22.277,4,0.172,0,0,1.05,1.04,1.027
BOS,2021,BOS,2021020148,BOS,DET,HOME,20211104,Team Level,4on5,0.9885,0.4,0.6667,364,1.898,0.517,0.188,0.191,0.043,0.385,0.676,0.451,0.517,0.451,2,0,0,2,1,1,1,0,0,0,0,1,1,1,2,4,5,2,0,0,0,2,0,0,0.517,0,0,1,2,2,2,0,0.043,0.281,0.281,0.279,0.279,0.274,0.643,0.006,0.081,0.155,0.015,0.528,0.214,0.006,0.006,0.006,1,0,2,3,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1,1,0,0,0.006,0,0,0,0,0,3,1,1,0,0.021,0,0,0.026,0.026,0.026
